,gender,meaning,name,origin
252,f,"From the French form of the Germanic name Adalheidis, which was composed of the elements adal ""noble"" and heid ""kind, sort, type"". It was borne in the 10th century by Saint Adelaide, the wife of the Holy Roman Emperor Otto the Great. The name became common in Britain in the 19th century due to the popularity of the German-born wife of King William IV, for whom the city of Adelaide in Australia was named in 1836.",ADELAIDE,"[English, Italian, Portuguese]"
253,f,Polish form of ADELAIDE.,ADELAJDA,[Polish]
254,m,Spanish and Italian form of ADALHARD.,ADELARDO,"[Spanish, Italian (Archaic)]"
255,f,French form of ADELA.,ADÈLE,[French]
256,f,German and Dutch form of ADELAIDE.,ADELHEID,"[German, Dutch]"
257,f,Latinate diminutive of ADELA.,ADELINA,"[Italian, Portuguese, Spanish, Romanian, German, Bulgarian, Ancient Germanic (Latinized)]"
258,f,"Spanish diminutive of ADELA. It is used especially in Mexico, where it is the name of a folk song about a female soldier.",ADELITA,[Spanish (Latin American)]
259,f,Variant of ADELE.,ADELLE,[English]
260,f,Variant of ADELINE using the popular name suffix lyn.,ADELYN,[English (Modern)]
261,m,Portuguese form of Audamar (see OTMAR).,ADEMAR,[Portuguese]
262,m,Brazilian variant of ADEMAR.,ADEMIR,[Portuguese (Brazilian)]
263,f,Possibly a variant of ADINA  (1).,ADENA,[Hebrew]
264,f,"Means ""bird"" in Welsh. This is a modern Welsh name.",ADERYN,[Welsh]
265,m,Irish form of ADAM.,ÁDHAMH,[Irish]
266,f,Feminine form of ODHIAMBO.,ADHIAMBO,"[Eastern African, Luo]"
267,m,"Means ""first"" in Indonesian, ultimately from Sanskrit आदि (adi).",ADI  (2),[Indonesian]
268,m,Turkish form of ADIL.,ADİL,[Turkish]
269,f,Feminine form of ADIL.,ADILA,[Arabic]
270,m&f,"Means ""justice"" in Kyrgyz, ultimately from Arabic.",ADILET,[Kyrgyz]
271,f,"Meaning uncertain, possibly a short form of ADELINA.",ADINA  (2),[Romanian]
272,m,"Means ""ornament"" in Hebrew. In the Old Testament this is the name of one of King David's mighty men.",ADINO,[Biblical]
273,m,"Means ""one who is clear"" in Yoruba.",ADISA,"[Western African, Yoruba]"
274,m,"Means ""belonging to ADITI"" in Sanskrit. This is a name for the seven (or eight) Hindu gods who are the children of Aditi. It is also another name for the sun god Surya.",ADITYA,"[Hinduism, Indian, Hindi, Marathi, Malayalam, Kannada, Telugu, Tamil, Nepali, Indonesian]"
275,m,Contracted form of ADALIA. This is the name of the father of one of King David's herdsmen in the Old Testament.,ADLAI,"[Biblical, Biblical Hebrew]"
276,m,"From the Germanic name Adalwolf, which meant ""noble wolf"" from the Germanic elements adal ""noble"" and wulf. It was borne by several Swedish kings as a first or second name, most notably by Gustav II Adolf in the 17th century. Association with Adolf Hitler (1889-1945), the leader of the Nazi party in Germany during World War II, has lessened the use of this name.",ADOLF,"[German, Dutch, Swedish, Norwegian, Danish, Czech, Hungarian, Ancient Germanic]"
277,m,Italian and Spanish form of ADOLF.,ADOLFO,"[Italian, Spanish]"
278,m,French form of ADOLF.,ADOLPHE,[French]
279,m,Lithuanian form of ADAM.,ADOMAS,[Lithuanian]
280,m,"Means ""my lord is YAHWEH"" in Hebrew. This is the name of one of King David's sons in the Old Testament. Though he was the eldest surviving son of David, he was passed over as heir to the throne in favour of Solomon.",ADONIJAH,[Biblical]
281,m,"From the Semitic Adonai, which means ""lord"". In Greek myth Adonis was a handsome young shepherd killed while hunting a wild boar. The anemone flower is said to have sprung from his blood. Because he was loved by Aphrodite, Zeus allowed him to be restored to life for part of each year. The Greeks borrowed this character from various Semitic traditions, hence the Semitic origins of the name.",ADONIS,[Greek Mythology]
282,f,Short form of ADORACIÓN.,ADORA,[Spanish]
283,f,"Means ""adorable"" in Esperanto.",ADORINDA,[Esperanto]
284,f,Latinized form of ADRASTEIA. One of Jupiter's moons bears this name.,ADRASTEA,[Greek Mythology (Latinized)]
285,m,"Means ""not inclined to run away"" in Greek. This was the name of a king of Argos in Greek legend.",ADRASTOS,[Greek Mythology]
286,m,Catalan form of ADRIAN.,ADRIÀ,[Catalan]
287,m,Spanish and Hungarian form of Hadrianus (see HADRIAN).,ADRIÁN,"[Spanish, Hungarian]"
288,f,Feminine form of ADRIAN.,ADRIANA,"[Italian, Spanish, Portuguese, Romanian, Polish, Czech, Slovak, English]"
289,f,Feminine form of ADRIAN.,ADRIANNE,[English]
290,m,"Official Dutch form of ADRIAN, used on birth certificates but not commonly in daily life.",ADRIANUS,[Dutch]
291,f,Hungarian feminine form of ADRIAN.,ADRIENN,[Hungarian]
292,m,Croatian and Macedonian form of ADRIAN.,ADRIJAN,"[Croatian, Macedonian]"
293,f,"Means ""small wave, ripple"" in Hebrew.",ADVA,[Hebrew]
294,f,Old English form of EBBA  (2).,ÆBBE,[Anglo-Saxon]
295,m,Older form of AODHÁN. This was the name of a 6th-century king of the Scots.,ÁEDÁN,"[Ancient Irish, Irish Mythology]"
296,m,Original Latin form of GILES.,AEGIDIUS,[Late Roman]
297,m,Old English form of ALGAR.,ÆLFGAR,[Anglo-Saxon]
298,m,"Derived from the Old English elements ælf ""elf"" and heah ""high"". This was the name of an 11th-century archbishop of Canterbury, a saint and martyr, who is commonly known as Alphege or Elphege.",ÆLFHEAH,[Anglo-Saxon]
299,m,Old English form of ALFRED.,ÆLFRÆD,[Anglo-Saxon]
300,m,"Derived from the Old English elements ælf ""elf"" and ric ""power, rule"".",ÆLFRIC,[Anglo-Saxon]
301,m,"Derived from the Old English elements ælf ""elf"" and stan ""stone"".",ÆLFSTAN,[Anglo-Saxon]
302,f,Old English form of ELFREDA.,ÆLFÞRYÐ,[Anglo-Saxon]
303,m,"Derived from the Old English elements ælf ""elf"" and weard ""guardian"".",ÆLFWEARD,[Anglo-Saxon]
304,m,"Derived from the Old English elements ælf ""elf"" and wine ""friend"". This name was not commonly used after the Norman conquest.",ÆLFWINE,[Anglo-Saxon]
305,f,Feminine form of AELIANUS.,AELIANA,[Ancient Roman]
306,m,"Roman family name which was possibly derived from the Greek word ‘ηλιος (helios) meaning ""sun"". This was the family name of the Roman emperor Hadrian.",AELIUS,[Ancient Roman]
307,m,Contracted form of ÆÐELRÆD. This was the name of a 12th-century English saint.,ÆLRED,[Anglo-Saxon]
308,f,Feminine form of Aemilianus (see EMILIANO).,AEMILIANA,[Ancient Roman]
309,m,Original Roman form of EMIL.,AEMILIUS,[Ancient Roman]
310,m,Variant of AONGHUS.,AENGUS,[Irish]
311,m,Latinized form of AIOLOS.,AEOLUS,[Greek Mythology (Latinized)]
312,m&f,Welsh form of AGRONA. In Welsh mythology Aeron was often portrayed as a masculine deity.,AERON  (2),[Welsh Mythology]
313,f,"Combination of AERON  (1) and the suffix gwen meaning ""white, fair, blessed"".",AERONWEN,[Welsh]
314,m,"Means ""ash tree"" in Old English. This was the nickname of a 5th-century king of Kent, whose birth name was Oeric.",ÆSC,[Anglo-Saxon]
315,m,"From the Greek Αισων (Aison), which is of unknown meaning. Aeson was the father of Jason in Greek mythology.",AESON,[Greek Mythology (Latinized)]
316,m,Variant of ÆÐELBERHT.,ÆÞELBEORHT,[Anglo-Saxon]
317,f,Old English form of ELFLEDA.,ÆÐELFLÆD,[Anglo-Saxon]
318,m,"Derived from the Old English elements æðel ""noble"" and friþ ""peace"". The name was rarely used after the Norman conquest.",ÆÐELFRIÐ,[Anglo-Saxon]
319,m,"Derived from the Old English elements æðel ""noble"" and mær ""famous"". It is a cognate of ADELMAR.",ÆÐELMÆR,[Anglo-Saxon]
320,m,"Derived from the Old English elements æðel ""noble"" and ræd ""counsel"". This was the name of two Saxon kings of England including Æðelræd II ""the Unready"" whose realm was overrun by the Danes in the early 11th century. The name was rarely used after the Norman conquest.",ÆÐELRÆD,[Anglo-Saxon]
321,m,Variant of ÆÐELRÆD.,ÆTHELRED,[Anglo-Saxon]
322,m,Variant of ÆÐELRIC.,ÆTHELRIC,[Anglo-Saxon (Latinized)]
323,m,Variant of ÆÐELSTAN.,ÆTHELSTAN,[Anglo-Saxon]
324,f,Variant of ÆÐELÞRYÐ.,ÆTHELTHRYTH,[Anglo-Saxon]
325,m,"Derived from the Old English elements æðel ""noble"" and wine ""friend"". This name became rare after the Norman conquest. Saint Æðelwine was a 7th-century bishop of Lindsey, England.",ÆÐELWINE,[Anglo-Saxon]
326,m,"Roman cognomen which was probably derived from Greek αετος (aetos) ""eagle"". A famous bearer was the 5th-century Roman general Flavius Aetius, who defeated Attila the Hun at the Battle of Chalons.",AETIUS,[Ancient Roman]
327,m,Russian form of ATHANASIUS.,AFANASIY,[Russian]
328,f,"Means ""raspberry"" in Welsh. This is a modern Welsh name.",AFANEN,[Welsh (Rare)]
329,f,Variant of AFUA.,AFIA,"[Western African, Akan]"
330,m,"Means ""born into wealth"" in Yoruba.",AFOLABI,"[Western African, Yoruba]"
331,m,Portuguese and Galician form of ALFONSO.,AFONSO,"[Portuguese, Galician]"
332,f,"Means ""whitish red"" in Arabic.",AFRA  (2),[Arabic]
333,f,"From the name of the continent, which is of Latin origin, possibly from the Afri people who lived near Carthage in North Africa. This rare name is used most often by African-American parents.",AFRICA  (1),[African American (Rare)]
334,m,"Roman cognomen derived from the place name AFRICA, which in Roman times referred only to North Africa. This was the agnomen of the 3rd-century BC Roman general Scipio Africanus, who was honoured with it after his victory over Carthage in the Second Punic War. His descendants used it as a cognomen.",AFRICANUS,[Ancient Roman]
335,f,Modern Greek form of APHRODITE.,AFRODITI,[Greek]
336,m,"Means ""better, superior"" in Arabic.",AFZAL,[Arabic]
337,m&f,"Means ""lake"" in Hebrew.",AGAM,[Hebrew]
338,f,"Derived from Greek αγαπη (agape) meaning ""love"". This name was borne by at least two early saints.",AGAPE,"[Greek, Ancient Greek]"
339,m,Latinized form of the Greek name Agapetos (see AGAPITO).,AGAPETUS,[Ancient Greek (Latinized)]
340,m,"From the Late Latin name Agapitus or Agapetus which was derived from the Greek name Αγαπητος (Agapetos) meaning ""beloved"". The name Agapetus was borne by two popes.",AGAPITO,"[Spanish, Italian]"
341,f,Czech form of AGATHA.,AGÁTA,[Czech]
342,f,"Latinized form of the Greek name Αγαθη (Agathe), derived from Greek αγαθος (agathos) meaning ""good"". Saint Agatha was a 3rd-century martyr from Sicily who was tortured and killed after spurning the advances of a Roman official. The saint was widely revered in the Middle Ages, and her name has been used throughout Christian Europe (in various spellings). The mystery writer Agatha Christie (1890-1976) was a famous modern bearer of this name.",AGATHA,"[English, Ancient Greek (Latinized)]"
343,f,Cognate of AGATHA.,AGATHE,"[French, German, Norwegian, Danish, Greek, Ancient Greek]"
344,f,"Means ""illustrious, noble"" in Greek. This was the mother of Pentheus in Greek myth.",AGAUE,[Greek Mythology]
345,m,Norwegian form of ÁKI.,ÅGE,[Norwegian]
346,f,Estonian form of AGNES.,AGE  (2),[Estonian]
347,f,"Means ""dove"" in Armenian.",AGHAVNI,[Armenian]
348,f,Diminutive of ÁGOTA or ÁGNES.,ÁGI,[Hungarian]
349,m,Older form of ELMAR.,AGILMAR,[Ancient Germanic]
350,m,"Means ""dawn"" in Albanian.",AGIM,[Albanian]
351,f,Latinized form of AGLAIA.,AGLAEA,[Greek Mythology (Latinized)]
352,f,Russian form of AGLAIA.,AGLAYA,[Russian]
353,m,"From the Old Norse name Agnarr, derived from agi ""awe, terror"" or ag ""edge of a sword"" combined with arr ""warrior"".",AGNAR,"[Norwegian, Icelandic]"
354,f,Lithuanian form of AGNES.,AGNĖ,[Lithuanian]
355,f,Hungarian form of AGNES.,ÁGNES,[Hungarian]
356,f,"Latinized form of the Greek name ‘Αγνη (Hagne), derived from Greek ‘αγνος (hagnos) meaning ""chaste"". Saint Agnes was a virgin martyred during the persecutions of the Roman emperor Diocletian. The name became associated with Latin agnus ""lamb"", resulting in the saint's frequent depiction with a lamb by her side. Due to her renown, the name became common in Christian Europe, being especially popular in England in the Middle Ages.",AGNES,"[English, German, Dutch, Swedish, Norwegian, Danish, Icelandic, Ancient Greek (Latinized)]"
357,f,Italian and Latvian form of AGNES.,AGNESE,"[Italian, Latvian]"
358,f,Swedish variant of AGNES.,AGNETA,[Swedish]
359,f,Scandinavian variant of AGNES.,AGNETHA,"[Swedish, Norwegian, Danish]"
360,f,Croatian form of AGNES.,AGNEZA,[Croatian]
361,f,Polish form of AGNES.,AGNIESZKA,[Polish]
362,f,Italian feminine form of Augustinus (see AUGUSTINE  (1)).,AGOSTINA,[Italian]
363,m,Italian form of Augustinus (see AUGUSTINE  (1)).,AGOSTINO,[Italian]
364,f,Norwegian form of AGATHA.,ÅGOT,[Norwegian]
365,f,Russian form of AGRIPPINA.,AGRAFENA,[Russian]
366,f,"Feminine derivative of AGRIPPA. This name was borne by the scheming mother of the Roman emperor Nero, who eventually had her killed. This was also the name of a 3rd-century Roman saint who is venerated in Sicily.",AGRIPPINA,[Ancient Roman]
367,f,Spanish and Portuguese form of AGATHA.,ÁGUEDA,"[Spanish, Portuguese]"
368,f,"From Basque agur meaning ""greeting, salutation"".",AGURNE,[Basque]
369,m,Variant of BAGUS.,AGUS,[Indonesian]
370,m,Spanish form of Augustinus (see AUGUSTINE  (1)).,AGUSTÍN,[Spanish]
371,m&f,"From the Chinese character 阿 (ā) which has no distinct meaning. It is not normally given as a name, but it can be prefixed to another name to make it a diminutive.",AH,[Chinese]
372,m,Hebrew form of AARON.,AHARON,"[Hebrew, Biblical Hebrew]"
373,m,"From a Roman cognomen meaning ""bronze beard"" in Latin. This name was borne by a series of consuls of the late Roman Republic.",AHENOBARBUS,[Ancient Roman]
374,m,"Means ""more commendable"" in Arabic.",AHMAD,"[Arabic, Persian, Urdu, Pashto, Indonesian, Malay]"
375,m,Turkish form of AHMAD.,AHMET,[Turkish]
376,m,Form of EHUD used in the Latin Old Testament.,AHOTH,[Biblical Latin]
377,m,"Means ""star blanket"" in Cree. This was the name of an early 19th-century Cree chief.",AHTAHKAKOOP,"[Native American, Cree]"
378,m,"Means ""lord of wisdom"" in Avestan. In Persian mythology Ahura Mazda was the supreme creator, and the god of light, truth, and goodness.",AHURA MAZDA,[Persian Mythology]
379,f,"From Japanese 愛 (ai) meaning ""love, affection"", 藍 (ai) meaning ""indigo"", or other kanji with the same pronunciation.",AI  (1),[Japanese]
380,m,Greek form of AJAX.,AIAS,[Greek Mythology]
381,f,"Variant of AYDA. This name was used in Verdi's opera 'Aida' (1871), where it belongs to an Ethiopian princess held captive in Egypt.",AIDA,"[Arabic, Literature]"
382,f,"Means ""moon child"" in Kazakh.",AIDAY,[Kazakh]
383,m,Variant of AIDAN.,AIDEN,[English (Modern)]
384,f,Greek form of AEGLE.,AIGLE,[Greek Mythology]
385,f,Ancient and modern Greek form of KATHERINE.,AIKATERINE,"[Greek, Ancient Greek]"
386,f,"From Japanese 愛 (ai) meaning ""love, affection"" and 子 (ko) meaning ""child"", as well as other character combinations.",AIKO,[Japanese]
387,m&f,"Possibly derived from the old Gaelic root albho meaning ""white"". In Irish legend this was the name of a female warrior of the Fianna. It was also the name of a 6th-century masculine saint.",AILBHE,[Irish]
388,f,Scottish form of ALICE.,AILEAS,[Scottish]
389,f,Variant of AYLEN.,AILEN,"[Native American, Mapuche]"
390,m,"Means ""elf"" in Irish Gaelic. This name occurs frequently in Irish legend, borne for example by the husband of queen Medb.",AILILL,"[Irish, Irish Mythology]"
391,f,Irish form of ALICE.,AILÍS,[Irish]
392,f,"From Ailsa Craig, the name of an island off the west coast of Scotland, which is of uncertain derivation.",AILSA,[Scottish]
393,m,"From Old French Amé, the masculine form of Amée (see AMY).",AIMÉ,[French]
394,f,"From Japanese 愛 (ai) meaning ""love, affection"" and 美 (mi) meaning ""beautiful"". Other combinations of kanji characters are possible.",AIMI,[Japanese]
395,f,"Variant of AINO. It also means ""always"" in Finnish.",AINA  (1),"[Finnish, Swedish, Norwegian, Danish]"
396,f,"From Japanese 愛 (ai) meaning ""love, affection"" and 菜 (na) meaning ""vegetables, greens"", as well as other character combinations.",AINA  (3),[Japanese]
397,m,Irish form of ANDREW.,AINDRÉAS,[Irish]
398,f,"Means ""radiance"" in Gaelic. This was the name of the queen of the fairies in Celtic mythology. It is also taken as an Irish form of Anne.",ÁINE,[Irish]
399,f,Irish cognate of ANGELA.,AINGEAL,[Irish]
400,f,From the name of a town in southwest France where there is a famous image of the Virgin Mary.,AINHOA,[Basque]
401,f,Spanish form of AINHOA.,AINOA,[Spanish]
402,m&f,"From a surname which was from a place name: either Annesley in Nottinghamshire or Ansley in Warwickshire. The place names themselves derive from Old English anne ""alone, solitary"" or ansetl ""hermitage"" and leah ""woodland, clearing"".",AINSLEY,"[Scottish, English (Modern)]"
403,f,"Means ""glory"" in Basque.",AINTZA,[Basque]
404,m,"Means ""quick-moving, nimble"" in Greek. This was the name of the Greek god of the winds.",AIOLOS,[Greek Mythology]
